SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,SO3,Si,Al,Fe,Ca,Mg,Na,K,Ti,TS,GSAsh,GSAsh_Dry,Standard_Ash,MnO,Ash_Deformation,Ash_Softening,Ash_Fluid
49.8,29.8,8.78,0.812,1.21,0.446,4.12,1.2,1.4,20600.0,14000.0,5450.0,515.0,648.0,293.0,3050.0,639.0,0.565,8.8,8.88,9.1,0.023,2790.0,2800.0,2800.0
52.5,31.7,6.8,1.6,1.31,1.34,2.4,1.3,2.9,19900.0,13600.0,3860.0,928.0,642.0,804.0,1620.0,632.0,1.21,7.8,8.13,8.94,0.013,2659.0,2684.0,2910.0
40.7,29.5,18.3,2.35,0.93,0.189,1.37,1.67,4.0,27200.0,22400.0,18300.0,2410.0,803.0,201.0,1630.0,1430.0,1.63,14.1,14.3,11.9,0.016,2400.0,2510.0,2620.0
39.3,14.2,34.4,1.83,0.797,0.162,1.52,0.79,2.0,18500.0,7570.0,24300.0,1320.0,485.0,121.0,1280.0,477.0,0.842,9.6,10.1,11.1,0.02,1940.0,2020.0,2250.0
52.9,28.1,5.18,1.6,1.83,0.446,4.13,1.15,1.73,68700.0,41300.0,10100.0,3170.0,3060.0,917.0,9560.0,1920.0,0.697,27.5,27.8,24.59,0.013,2510.0,2670.0,2800.0
51.5,21.6,19.8,0.924,0.432,0.324,0.889,1.94,1.55,12600.0,6000.0,7250.0,346.0,136.0,126.0,388.0,608.0,0.625,5.2,5.24,4.86,0.016,2130.0,2220.0,2430.0
26.0,20.8,38.1,2.02,0.714,0.203,1.48,0.97,3.28,2800.0,2540.0,6150.0,332.0,99.1,34.6,284.0,134.0,1.31,2.3,2.31,2.31,0.035,2080.0,2280.0,2630.0
45.8,28.7,10.5,1.37,0.813,1.13,2.48,1.12,2.25,9940.0,7060.0,3420.0,455.0,228.0,390.0,957.0,311.0,0.908,4.6,4.64,4.8,0.028,2690.0,2800.0,2800.0
56.0,24.4,7.02,0.798,1.64,0.284,4.09,1.1,1.33,69100.0,34100.0,13000.0,1500.0,2610.0,554.0,8970.0,1740.0,0.536,26.1,26.4,21.7,0.032,2570.0,2700.0,2790.0
24.3,13.7,34.0,6.79,1.83,0.54,1.24,0.602,8.4,3130.0,2000.0,6560.0,1340.0,303.0,110.0,284.0,99.1,3.43,2.7,2.75,2.5,0.169,1960.0,2050.0,2140.0
62.2,25.1,3.28,0.59,0.797,0.203,2.9,2.41,0.59,81000.0,37000.0,6390.0,1170.0,1340.0,418.0,6730.0,4020.0,0.237,27.7,27.9,6.9,0.006,2780.0,2910.0,2910.0
42.2,26.3,17.2,3.22,1.2,0.135,1.92,1.1,3.75,5560.0,3920.0,3390.0,649.0,203.0,28.2,452.0,186.0,1.51,2.8,2.82,2.75,0.072,2330.0,2520.0,2580.0
47.4,27.3,7.72,2.06,1.99,0.635,3.92,1.34,2.08,20600.0,13400.0,5020.0,1370.0,1120.0,437.0,3030.0,744.0,0.839,9.2,9.3,9.0,0.02,2210.0,2350.0,2460.0
37.0,23.8,28.7,0.924,0.481,0.54,1.2,1.0,1.35,18400.0,13400.0,21300.0,701.0,308.0,425.0,1060.0,637.0,0.546,10.5,10.6,9.39,0.006,2090.0,2180.0,2320.0
28.3,18.8,46.6,0.6,0.581,0.635,0.5,0.4,2.1,10100.0,7560.0,24800.0,326.0,266.0,357.0,316.0,182.0,0.875,7.3,7.6,6.7,0.032,1900.0,1995.0,2130.0
34.7,16.1,39.4,2.52,0.531,0.23,1.43,0.719,2.5,15900.0,8370.0,27100.0,1770.0,315.0,167.0,1170.0,423.0,1.03,9.6,9.84,9.4,0.019,2120.0,2210.0,2320.0
32.1,25.0,31.4,2.2,0.581,0.405,0.793,0.803,2.35,8020.0,7050.0,11700.0,839.0,187.0,160.0,353.0,257.0,0.966,5.2,5.34,5.1,0.025,2130.0,2220.0,2350.0
49.2,31.2,4.43,1.82,0.813,0.459,2.44,1.52,2.05,25300.0,18100.0,3410.0,1430.0,538.0,373.0,2230.0,1000.0,0.826,10.9,11.0,9.4,0.013,2680.0,2790.0,2800.0
55.6,28.0,3.36,0.714,0.946,0.149,3.82,2.17,0.75,41200.0,23400.0,3720.0,807.0,902.0,174.0,5030.0,2060.0,0.302,15.7,15.8,12.1,0.0086,2800.0,2800.0,2800.0
51.4,28.4,8.44,0.602,0.946,0.554,2.63,1.47,0.925,49400.0,30900.0,12100.0,885.0,1170.0,844.0,4510.0,1810.0,0.375,20.3,20.6,17.74,0.0065,2470.0,2600.0,2650.0
41.1,25.4,16.5,1.4,0.83,1.76,3.8,1.0,1.4,15000.0,10500.0,9010.0,781.0,391.0,1020.0,2470.0,467.0,0.583,7.5,7.81,7.4,0.011,2245.0,2410.0,2515.0
9.99,7.13,63.5,2.86,0.73,0.216,0.529,0.268,1.8,2890.0,2330.0,27500.0,1260.0,272.0,99.0,272.0,99.0,0.73,6.1,6.19,5.57,0.1,2070.0,2190.0,2330.0
26.8,17.2,47.0,1.36,0.365,0.23,0.901,0.719,1.73,12600.0,9190.0,33200.0,979.0,222.0,172.0,757.0,434.0,0.704,9.9,10.1,8.46,0.01,1970.0,2100.0,2150.0
41.3,21.4,28.4,0.868,0.515,0.111,1.56,1.17,0.325,20800.0,12200.0,21400.0,668.0,334.0,88.3,1400.0,754.0,0.135,10.4,10.8,10.6,0.0086,1980.0,2080.0,2170.0
48.8,30.8,6.15,2.27,0.564,0.446,0.998,2.58,2.48,10400.0,7450.0,1970.0,741.0,155.0,151.0,380.0,704.0,1.01,4.5,4.57,5.17,0.016,2800.0,2800.0,2800.0
36.4,19.3,35.0,0.742,0.847,0.27,1.79,0.92,0.5,12200.0,7340.0,17600.0,382.0,367.0,144.0,1070.0,396.0,0.206,7.0,7.2,6.24,0.028,2010.0,2040.0,2290.0
53.3,22.8,15.3,1.24,0.88,0.513,2.49,1.12,1.93,27000.0,13100.0,11600.0,959.0,574.0,411.0,2240.0,725.0,0.779,10.7,10.8,11.13,0.02,2150.0,2300.0,2470.0
56.5,23.6,7.15,0.336,1.59,0.864,4.03,1.04,1.25,87500.0,41400.0,16600.0,795.0,3180.0,2120.0,11100.0,2050.0,0.505,32.8,33.1,30.7,0.024,2340.0,2490.0,2580.0
56.7,29.5,3.06,0.56,0.946,0.338,3.0,1.4,0.525,35700.0,21000.0,2880.0,539.0,768.0,337.0,3370.0,1130.0,0.211,13.4,13.5,10.97,0.0075,2800.0,2800.0,2800.0
24.9,16.2,38.9,1.6,0.598,0.567,1.5,1.0,2.6,5450.0,4020.0,12800.0,536.0,169.0,197.0,585.0,280.0,1.08,4.5,4.69,4.7,0.02,2000.0,2110.0,2170.0
55.4,23.4,7.05,2.49,1.28,0.446,2.61,1.25,3.0,21600.0,10300.0,4120.0,1490.0,643.0,276.0,1810.0,626.0,1.22,8.2,8.35,8.29,0.024,2560.0,2640.0,2700.0
26.0,17.0,41.0,3.3,0.332,0.459,1.1,0.87,2.4,37700.0,27900.0,89000.0,7310.0,621.0,1060.0,2840.0,1610.0,1.0,29.8,31.0,8.4,0.0383,1980.0,2030.0,2130.0
17.6,12.2,44.2,8.92,0.332,0.203,0.637,0.268,5.08,8260.0,6460.0,31000.0,6390.0,201.0,151.0,532.0,161.0,2.08,9.8,10.0,8.63,0.05,1970.0,2000.0,2030.0
55.8,24.9,8.73,1.15,1.33,0.257,3.33,1.1,2.11,36500.0,18500.0,8590.0,1140.0,1130.0,262.0,3840.0,921.0,0.857,13.8,14.0,14.46,0.0158,2445.0,2550.0,2650.0
47.9,28.9,6.15,3.19,0.747,0.365,1.63,1.34,1.1,26000.0,17800.0,4990.0,2650.0,522.0,313.0,1580.0,928.0,0.444,11.5,11.6,11.88,0.0043,2450.0,2690.0,2800.0
46.7,24.9,14.3,0.53,0.73,0.176,2.5,1.8,0.57,51200.0,30900.0,23500.0,888.0,1030.0,305.0,4880.0,2530.0,0.23,23.3,23.5,22.7,0.0068,2505.0,2605.0,2695.0
40.7,19.3,25.9,1.97,1.21,0.419,2.98,0.635,2.35,38300.0,20500.0,36500.0,2840.0,1470.0,624.0,5000.0,765.0,0.952,19.9,20.1,18.6,0.026,2030.0,2110.0,2200.0
43.3,17.4,15.8,3.98,0.698,0.687,1.86,0.794,2.45,25600.0,11600.0,14600.0,2940.0,491.0,596.0,1960.0,595.0,1.02,12.0,12.5,11.28,0.0166,2074.0,2129.0,2255.0
31.0,19.0,37.0,1.9,0.432,0.459,1.2,1.1,2.6,13900.0,9630.0,24800.0,1300.0,249.0,326.0,957.0,630.0,1.08,9.2,9.58,9.0,0.0203,2020.0,2070.0,2120.0
45.6,28.9,14.3,1.37,0.714,0.675,1.68,1.09,1.85,15800.0,11400.0,7430.0,729.0,320.0,372.0,1040.0,483.0,0.754,7.3,7.43,7.04,0.015,2450.0,2550.0,2590.0
49.4,27.3,12.7,1.14,0.631,0.203,1.65,1.59,1.38,24900.0,15600.0,9570.0,877.0,409.0,162.0,1480.0,1020.0,0.561,10.6,10.8,10.52,0.37,2510.0,2680.0,2780.0
51.0,28.5,5.3,2.2,0.697,0.132,2.8,1.4,1.1,18100.0,11400.0,2810.0,1190.0,319.0,74.3,1770.0,635.0,0.445,7.5,7.58,7.2,0.0076,2725.0,2800.0,2800.0
33.0,15.0,43.0,0.38,0.432,0.189,1.4,0.65,0.96,17000.0,8760.0,33200.0,300.0,287.0,155.0,1290.0,429.0,0.4,10.6,11.0,10.3,0.0184,2030.0,2080.0,2130.0
30.8,11.8,48.9,0.57,0.299,0.0864,0.868,0.732,1.3,15500.0,6730.0,36800.0,438.0,194.0,68.9,777.0,471.0,0.544,10.3,10.8,8.9,0.0232,2055.0,2155.0,2245.0
48.3,26.8,17.9,0.53,1.23,0.216,3.27,0.98,1.56,69100.0,43400.0,38300.0,1160.0,2270.0,490.0,8330.0,1790.0,0.65,29.4,30.6,26.99,0.017,2139.0,2264.0,2519.0
36.8,23.3,21.1,2.5,0.892,0.52,2.54,1.08,4.1,22000.0,15100.0,10400.0,1410.0,583.0,388.0,2910.0,751.0,1.66,10.6,10.7,14.16,0.0356,2689.0,2714.0,2740.0
53.1,35.6,2.9,0.6,1.08,0.932,3.1,1.3,1.2,49900.0,37900.0,4080.0,861.0,1310.0,1390.0,5190.0,1560.0,0.5,19.3,20.1,16.3,0.015,2800.0,2800.0,2800.0
32.3,20.8,36.2,2.28,0.764,0.284,1.15,0.97,3.25,15900.0,11600.0,26700.0,1720.0,486.0,222.0,1010.0,613.0,1.32,10.4,10.6,9.68,0.016,2000.0,2030.0,2120.0
54.1,24.6,12.6,1.23,0.697,0.27,3.06,1.35,1.48,24500.0,12600.0,8550.0,852.0,407.0,194.0,2470.0,785.0,0.608,9.4,9.69,9.4,0.032,2360.0,2450.0,2560.0
43.2,20.2,20.0,3.11,2.16,0.243,1.74,1.02,6.0,23400.0,12400.0,16200.0,2570.0,1500.0,208.0,1680.0,705.0,2.43,11.4,11.6,11.2,0.016,2060.0,2140.0,2250.0
28.9,15.5,36.5,3.15,0.448,0.284,1.9,0.719,3.3,11400.0,6910.0,21500.0,1900.0,228.0,177.0,1330.0,363.0,1.34,8.3,8.44,7.71,0.01,2040.0,2100.0,2200.0
51.9,34.6,4.8,1.33,0.797,0.23,2.5,1.42,1.35,21100.0,15900.0,2920.0,826.0,417.0,148.0,1810.0,739.0,0.546,8.6,8.7,8.6,0.012,2800.0,2800.0,2800.0
40.1,19.0,11.6,7.4,2.16,1.26,1.8,0.9,9.5,15800.0,8480.0,6840.0,4460.0,1100.0,785.0,1260.0,454.0,3.96,8.1,8.44,6.5,0.32,2025.0,2135.0,2255.0
47.4,22.9,18.7,1.79,0.754,0.345,1.61,0.999,2.04,19100.0,9390.0,9490.0,681.0,436.0,181.0,1360.0,491.0,0.851,7.81,8.14,7.63,0.0212,2260.0,2310.0,2425.0
48.7,25.5,18.7,0.91,0.564,0.243,1.68,1.61,1.73,42100.0,24900.0,24200.0,1200.0,629.0,333.0,2590.0,1780.0,0.694,18.4,18.5,18.81,0.0085,2240.0,2450.0,2660.0
28.0,24.0,33.0,3.2,0.3,0.28,0.9,1.2,2.6,9750.0,9460.0,17200.0,1700.0,135.0,154.0,558.0,535.0,1.06,7.3,7.45,7.1,0.016,2130.0,2180.0,2240.0
35.9,16.1,39.4,1.27,0.664,0.176,1.65,0.719,2.13,18300.0,9280.0,30000.0,990.0,435.0,141.0,1490.0,468.0,0.864,10.7,10.9,10.3,0.012,1830.0,1900.0,1980.0
11.7,9.51,49.0,8.43,1.06,0.27,0.325,0.635,10.4,2430.0,2230.0,15200.0,2670.0,284.0,88.8,120.0,169.0,4.2,4.4,4.44,3.9,0.328,2210.0,2300.0,2410.0
26.2,13.5,53.6,1.09,0.498,0.081,1.45,0.68,2.1,16700.0,9760.0,51100.0,1060.0,409.0,81.8,1640.0,554.0,0.887,12.9,13.6,11.4,0.026,1920.0,1960.0,2000.0
22.8,15.3,51.9,2.29,0.299,0.216,0.31,0.37,2.21,10300.0,7830.0,35100.0,1580.0,174.0,155.0,250.0,214.0,0.897,9.54,9.68,9.2,0.019,2155.0,2255.0,2355.0
47.1,25.3,17.2,1.27,0.199,1.01,0.685,2.42,2.15,15100.0,9200.0,8240.0,625.0,82.4,515.0,391.0,995.0,0.868,6.8,6.86,5.99,0.013,2360.0,2500.0,2640.0
32.8,21.0,24.2,8.07,0.714,0.419,2.04,0.819,5.58,19400.0,14000.0,21300.0,7270.0,542.0,391.0,2140.0,618.0,2.25,12.5,12.6,11.8,0.024,2030.0,2150.0,2240.0
61.0,28.0,3.1,0.24,0.714,0.0918,3.1,1.4,0.2,38600.0,20100.0,2940.0,232.0,582.0,92.1,3490.0,1130.0,0.084,13.0,13.5,12.6,0.00805,2910.0,2910.0,2910.0
55.4,33.3,4.2,0.35,0.93,0.297,2.49,1.32,0.6,42700.0,29100.0,4860.0,413.0,925.0,363.0,3420.0,1310.0,0.243,16.3,16.5,28.93,0.0087,2380.0,2490.0,2620.0
61.3,22.5,3.73,2.14,0.963,1.19,0.769,1.32,1.83,47700.0,19800.0,4350.0,2550.0,966.0,1470.0,1070.0,1310.0,0.751,16.2,16.7,14.81,0.012,2650.0,2770.0,2800.0
45.5,29.6,16.8,1.06,0.498,0.216,1.71,2.01,1.25,23400.0,17200.0,12900.0,835.0,330.0,176.0,1560.0,1320.0,0.504,10.9,11.0,10.4,0.0078,2350.0,2470.0,2580.0
48.4,26.1,7.01,3.01,1.15,0.378,2.46,1.39,3.98,6280.0,3830.0,1360.0,597.0,192.0,77.8,569.0,231.0,1.64,2.7,2.78,2.0,0.025,2420.0,2450.0,2540.0
45.1,31.8,9.4,2.06,1.16,1.04,1.86,0.994,4.25,10000.0,8040.0,3130.0,702.0,331.0,366.0,739.0,281.0,1.77,4.57,4.76,4.44,0.0122,2508.0,2703.0,2748.0
37.1,23.9,23.7,4.39,0.517,0.499,1.59,1.1,3.41,17100.0,12200.0,17500.0,3550.0,327.0,360.0,1400.0,626.0,1.38,10.0,10.1,9.73,0.0157,2290.0,2417.0,2518.0
14.5,10.9,31.7,10.4,2.16,0.567,0.938,0.418,15.6,2990.0,2550.0,9790.0,3280.0,574.0,185.0,344.0,110.0,6.4,4.3,4.41,3.24,0.48,2090.0,2130.0,2270.0
58.4,28.1,3.19,0.784,0.93,0.176,2.51,1.32,0.825,33300.0,18100.0,2720.0,683.0,683.0,159.0,2550.0,965.0,0.336,12.0,12.2,11.63,0.0104,2800.0,2800.0,2800.0
46.3,9.7,9.5,5.5,2.32,1.62,1.8,0.8,9.7,6080.0,1440.0,1870.0,1100.0,394.0,338.0,421.0,135.0,4.04,2.7,2.81,2.2,0.07,2210.0,2310.0,2390.0
42.6,24.6,22.7,1.13,0.697,0.486,1.51,1.17,0.825,14600.0,9520.0,11600.0,593.0,308.0,264.0,923.0,513.0,0.336,7.2,7.32,7.05,0.02,2150.0,2245.0,2500.0
50.1,23.4,14.6,1.15,1.63,0.405,3.86,0.92,2.28,90700.0,48000.0,39500.0,3180.0,3800.0,1160.0,12400.0,2130.0,0.923,38.2,38.7,32.7,0.038,2220.0,2310.0,2400.0
29.1,19.2,29.6,7.18,0.797,0.297,1.44,0.769,3.65,17200.0,12900.0,26200.0,6500.0,608.0,279.0,1520.0,583.0,1.48,12.5,12.7,11.7,0.035,2020.0,2100.0,2210.0
50.1,24.6,18.3,1.09,0.498,0.311,1.13,2.26,1.3,19100.0,10600.0,10500.0,638.0,245.0,188.0,769.0,1100.0,0.538,7.9,8.18,7.43,0.0058,2460.0,2540.0,2570.0
53.0,33.0,1.6,0.23,0.78,0.203,3.4,2.0,1.4,55500.0,39100.0,2510.0,368.0,1050.0,336.0,6340.0,2680.0,0.583,21.5,22.4,22.1,0.00676,2910.0,2910.0,2910.0
30.6,17.8,39.8,1.53,1.01,0.243,1.71,1.04,2.6,15400.0,10200.0,30000.0,1180.0,659.0,194.0,1530.0,670.0,1.06,10.6,10.8,9.91,0.013,2000.0,2130.0,2190.0
44.3,21.0,24.2,1.26,0.631,0.257,2.3,1.19,1.63,33300.0,17900.0,27200.0,1450.0,612.0,306.0,3080.0,1140.0,0.659,15.9,16.1,15.65,0.0058,2040.0,2080.0,2180.0
18.9,16.8,53.6,2.0,0.614,1.2,0.9,0.8,4.3,5240.0,5280.0,22300.0,848.0,220.0,528.0,445.0,284.0,1.79,5.7,5.94,5.5,0.018,2010.0,2105.0,2215.0
36.9,22.1,20.3,5.83,1.38,0.756,1.78,1.34,6.0,7730.0,5240.0,6360.0,1860.0,372.0,251.0,663.0,359.0,2.44,4.4,4.48,4.1,0.035,2040.0,2170.0,2250.0
56.0,31.0,1.2,0.44,0.598,0.257,1.4,1.8,1.1,31900.0,20000.0,1020.0,383.0,439.0,232.0,1420.0,1310.0,0.458,11.7,12.2,10.7,0.00517,2910.0,2910.0,2910.0
51.1,31.3,6.06,0.69,1.29,0.351,3.38,1.18,1.36,40800.0,28300.0,7240.0,842.0,1330.0,444.0,4800.0,1210.0,0.567,16.4,17.1,15.77,0.016,2790.0,2800.0,2800.0
42.0,26.6,12.9,2.3,0.332,0.662,1.1,1.1,3.1,8790.0,6300.0,4040.0,736.0,89.6,219.0,410.0,295.0,1.29,4.3,4.48,4.9,0.029,2480.0,2605.0,2695.0
49.6,31.9,6.72,1.6,0.548,0.365,1.96,1.72,1.8,41900.0,30500.0,8490.0,2060.0,596.0,488.0,2950.0,1860.0,0.735,17.7,18.1,18.17,0.047,2800.0,2800.0,2800.0
19.0,9.45,59.5,2.2,0.415,0.284,1.12,0.535,2.5,7930.0,4460.0,37100.0,1400.0,223.0,187.0,830.0,286.0,1.01,8.8,8.93,9.4,0.028,2800.0,2800.0,2800.0
55.4,35.9,2.75,0.588,0.432,0.419,0.925,1.72,0.8,30900.0,22700.0,2300.0,502.0,311.0,371.0,921.0,1230.0,0.324,11.8,12.0,9.5,0.011,2800.0,2800.0,2800.0
51.4,25.1,17.0,0.672,0.432,0.297,1.65,1.29,0.775,40300.0,22300.0,20000.0,806.0,436.0,369.0,2300.0,1290.0,0.323,16.1,16.8,14.62,0.0056,2440.0,2570.0,2620.0
26.3,12.6,51.2,1.03,0.564,0.216,1.48,0.535,1.93,12000.0,6520.0,35000.0,721.0,332.0,156.0,1200.0,313.0,0.775,9.7,9.77,9.05,0.023,2000.0,2050.0,2080.0
39.1,23.2,19.5,5.49,0.764,0.608,0.8,1.01,9.35,4280.0,2880.0,3190.0,918.0,108.0,105.0,156.0,141.0,3.81,2.3,2.34,2.2,0.028,1980.0,2030.0,2150.0
45.2,20.8,25.2,1.54,0.614,0.257,1.75,0.936,1.8,20100.0,10500.0,16800.0,1050.0,353.0,181.0,1390.0,534.0,0.73,9.4,9.53,9.2,0.017,2010.0,2120.0,2210.0
41.3,27.4,14.0,4.27,1.03,0.365,2.09,1.32,4.78,9170.0,6910.0,4660.0,1450.0,295.0,128.0,828.0,376.0,1.93,4.7,4.76,5.0,0.13,2400.0,2450.0,2560.0
26.5,19.5,4.93,14.7,2.16,1.62,1.49,0.836,16.9,5560.0,4620.0,1550.0,4710.0,583.0,538.0,556.0,224.0,7.02,4.3,4.48,4.14,0.044,2200.0,2250.0,2290.0
53.1,26.1,9.44,0.266,1.16,0.23,3.65,1.07,0.9,91500.0,50900.0,24300.0,701.0,2580.0,627.0,11200.0,2360.0,0.364,36.5,36.9,32.53,0.0078,2540.0,2660.0,2780.0
52.2,23.1,15.3,1.01,0.764,0.162,2.76,1.67,1.15,34200.0,17100.0,15000.0,1010.0,646.0,168.0,3230.0,1400.0,0.468,13.8,14.0,11.98,0.113,2460.0,2580.0,2630.0
34.1,21.3,40.2,0.83,0.398,0.176,1.07,0.64,1.42,26100.0,18500.0,46000.0,969.0,393.0,213.0,1460.0,626.0,0.592,15.7,16.4,14.7,0.014,2140.0,2240.0,2540.0
43.7,25.9,23.3,0.518,0.349,0.081,1.27,0.803,1.15,50200.0,33800.0,40000.0,910.0,517.0,148.0,2610.0,1180.0,0.472,24.0,24.6,23.7,0.006,2380.0,2470.0,2560.0
46.9,21.9,21.6,1.3,0.531,0.23,1.63,1.24,2.0,21100.0,11200.0,14500.0,895.0,308.0,164.0,1310.0,712.0,0.811,9.5,9.63,9.0,0.044,2050.0,2240.0,2370.0
43.1,28.3,16.9,0.532,0.979,0.257,2.86,1.09,1.7,41000.0,30400.0,24000.0,772.0,1200.0,386.0,4830.0,1320.0,0.708,19.5,20.3,18.66,0.015,2299.0,2424.0,2546.0
34.3,22.8,27.3,1.14,0.647,0.122,1.56,0.819,1.88,17900.0,13400.0,21300.0,909.0,435.0,100.0,1450.0,546.0,0.782,10.7,11.2,9.26,0.013,2075.0,2120.0,2440.0
44.9,26.3,17.2,1.4,1.21,0.621,1.3,1.6,3.6,16000.0,10600.0,9150.0,760.0,555.0,350.0,822.0,728.0,1.5,7.3,7.6,6.6,0.014,2145.0,2260.0,2380.0
54.4,18.1,17.1,0.616,0.664,0.324,2.25,1.0,1.0,63000.0,23700.0,29600.0,1090.0,992.0,595.0,4640.0,1490.0,0.407,24.4,24.8,23.4,0.014,2120.0,2210.0,2300.0
30.4,14.7,41.2,1.27,0.813,0.311,2.34,1.39,1.73,33500.0,18300.0,68000.0,2150.0,1160.0,543.0,4600.0,1960.0,0.699,23.3,23.6,22.9,0.017,1810.0,1900.0,2000.0
20.7,16.7,49.2,2.25,0.448,0.432,0.493,0.468,2.93,5300.0,4840.0,18900.0,885.0,148.0,176.0,225.0,154.0,1.19,5.4,5.5,5.87,0.025,2060.0,2180.0,2270.0
37.5,22.3,25.6,1.27,0.453,0.441,1.48,0.947,0.36,40800.0,27200.0,36300.0,1130.0,701.0,636.0,3400.0,1210.0,0.15,21.3,22.2,20.36,0.0116,2250.0,2308.0,2392.0
58.4,22.8,8.19,0.634,0.572,0.694,2.68,1.92,0.919,23200.0,8500.0,3600.0,338.0,240.0,412.0,1580.0,1030.0,0.371,7.8,7.87,11.13,0.0136,2531.0,2645.0,2748.0
43.7,26.6,15.7,2.08,0.87,0.357,2.67,1.14,2.26,28100.0,19500.0,13000.0,1960.0,749.0,354.0,3180.0,946.0,0.908,13.4,13.5,11.98,0.00975,2396.0,2476.0,2633.0
38.3,15.6,33.5,3.11,0.382,0.378,1.19,1.07,2.58,27800.0,12800.0,36300.0,3440.0,357.0,434.0,1530.0,992.0,1.05,15.2,15.5,10.82,0.02,2010.0,2100.0,2240.0
55.9,28.9,3.54,1.34,0.617,0.858,1.16,1.98,1.45,18900.0,11000.0,1740.0,672.0,264.0,451.0,720.0,847.0,0.587,7.11,7.2,6.36,0.00377,2800.0,2800.0,2800.0
34.0,23.0,25.0,1.9,0.481,0.189,1.1,1.1,2.3,12100.0,9250.0,13300.0,1030.0,221.0,106.0,696.0,500.0,0.958,7.3,7.6,6.8,0.0115,2140.0,2190.0,2460.0
62.7,25.7,3.0,0.56,0.747,0.189,2.8,2.6,0.49,90300.0,41900.0,6460.0,1230.0,1390.0,431.0,7180.0,4790.0,0.198,30.5,30.8,30.9,0.0056,2800.0,2800.0,2800.0
48.2,30.6,12.6,1.53,0.73,0.216,1.65,1.67,1.65,16900.0,12200.0,6640.0,818.0,330.0,120.0,1030.0,751.0,0.679,7.3,7.51,7.62,0.009,2620.0,2750.0,2800.0
55.0,25.8,12.4,0.686,0.664,0.203,2.6,1.02,1.23,50600.0,26900.0,17000.0,964.0,787.0,295.0,4250.0,1200.0,0.507,19.0,19.7,15.7,0.0045,2650.0,2770.0,2800.0
49.0,24.0,18.0,0.75,0.697,0.351,1.9,1.3,1.8,26200.0,14500.0,14400.0,614.0,481.0,298.0,1810.0,891.0,0.75,11.0,11.5,9.6,0.0135,2190.0,2280.0,2480.0
27.2,10.7,29.6,14.4,0.581,0.392,1.2,0.502,3.75,22400.0,10000.0,36500.0,18200.0,617.0,511.0,1760.0,529.0,1.53,17.3,17.6,14.69,0.1,1940.0,1970.0,2060.0
37.2,24.1,27.7,0.648,0.558,0.27,1.55,0.762,1.28,18700.0,14000.0,22200.0,519.0,348.0,209.0,1320.0,471.0,0.535,10.6,11.1,13.28,0.0331,2327.0,2493.0,2608.0
40.9,28.2,23.0,0.91,0.73,0.0675,2.72,1.42,1.73,30700.0,23900.0,25900.0,1040.0,707.0,80.3,3630.0,1360.0,0.701,15.8,16.1,14.37,0.0049,2450.0,2560.0,2600.0
34.8,15.7,8.08,17.5,3.09,3.5,0.809,0.587,7.3,38600.0,16100.0,7670.0,10600.0,2380.0,2510.0,1890.0,698.0,3.12,15.8,16.7,11.35,0.0591,2222.0,2349.0,2378.0
47.9,22.4,12.7,4.26,0.896,0.419,2.51,1.15,3.0,40300.0,21400.0,16000.0,5480.0,973.0,558.0,3760.0,1240.0,1.22,17.7,18.0,17.1,0.023,2100.0,2190.0,2310.0
88.0,3.25,9.01,0.7,0.0498,0.0945,0.24,0.234,0.675,134000.0,5590.0,20500.0,1630.0,97.6,228.0,650.0,455.0,0.274,32.1,32.5,27.66,0.0029,2800.0,2800.0,2800.0
33.8,26.1,29.9,1.92,1.99,0.446,1.61,0.953,1.93,15600.0,13600.0,20600.0,1350.0,1180.0,325.0,1320.0,561.0,0.782,9.7,9.85,8.3,0.0096,2150.0,2240.0,2440.0
36.8,14.0,22.2,9.99,0.813,0.608,1.66,0.635,6.78,21900.0,9420.0,19800.0,9090.0,624.0,573.0,1760.0,484.0,2.76,12.5,12.7,10.51,0.089,1960.0,2090.0,2150.0
47.6,24.5,10.2,4.23,1.03,0.729,1.88,0.903,3.58,11700.0,6800.0,3730.0,1590.0,326.0,284.0,820.0,284.0,1.45,5.2,5.26,5.5,0.017,2410.0,2500.0,2630.0
48.2,29.3,5.65,1.95,1.18,1.49,3.03,1.3,3.25,9800.0,6750.0,1720.0,606.0,309.0,479.0,1100.0,340.0,1.32,4.3,4.36,4.15,0.018,2470.0,2640.0,2740.0
26.8,12.3,25.7,17.2,0.598,0.365,1.42,0.569,2.2,14500.0,7580.0,20900.0,14300.0,418.0,313.0,1370.0,395.0,0.896,11.4,11.6,9.94,0.079,2060.0,2080.0,2110.0
19.7,14.4,58.7,1.44,0.349,0.189,0.433,0.518,2.2,5840.0,4840.0,26100.0,655.0,133.0,89.0,229.0,197.0,0.902,6.2,6.36,5.8,0.033,2010.0,2100.0,2220.0
36.3,18.3,33.0,1.28,0.374,0.201,1.03,0.858,1.23,22600.0,12800.0,30900.0,1200.0,305.0,195.0,1150.0,681.0,0.51,12.8,13.4,13.0,0.00546,1978.0,2013.0,2055.0
23.5,12.6,57.2,0.952,0.282,0.176,0.697,0.92,1.5,13700.0,8340.0,49900.0,848.0,212.0,162.0,723.0,686.0,0.613,12.2,12.5,12.7,0.0089,2010.0,2100.0,2190.0
