SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,SO3,Si,Al,Fe,Ca,Mg,Na,K,Ti,TS,GSAsh,GSAsh_Dry,Standard_Ash,MnO,Ash_Deformation,Ash_Softening,Ash_Fluid
34.6,22.0,36.4,0.8,0.764,0.392,1.6,0.9,2.2,14400.0,10400.0,22600.0,508.0,409.0,258.0,1180.0,479.0,0.91,8.6,8.89,7.4,0.015,1955.0,2055.0,2155.0
43.0,30.7,13.2,3.03,0.996,0.351,1.61,1.0,2.98,11800.0,9500.0,5410.0,1260.0,351.0,152.0,784.0,351.0,1.2,5.8,5.85,5.5,0.044,2620.0,2760.0,2800.0
43.9,24.4,16.3,2.76,0.868,0.306,2.66,1.05,2.51,34400.0,21900.0,17000.0,2960.0,866.0,377.0,3780.0,1070.0,1.01,16.3,16.4,15.38,0.0493,2332.0,2414.0,2523.0
56.9,27.4,5.43,0.644,0.863,0.324,3.19,1.2,1.1,33500.0,18200.0,4780.0,579.0,654.0,302.0,3330.0,906.0,0.45,12.3,12.6,11.99,0.01,2750.0,2800.0,2800.0
52.3,33.6,3.29,0.756,0.747,0.527,3.11,1.47,1.05,35600.0,25900.0,3350.0,787.0,656.0,568.0,3770.0,1280.0,0.425,14.4,14.6,16.19,0.0059,2800.0,2800.0,2800.0
47.9,21.8,9.77,5.84,1.23,0.392,3.31,0.987,3.75,44500.0,22900.0,13600.0,8290.0,1470.0,577.0,5470.0,1170.0,1.54,19.4,19.9,18.4,0.039,2220.0,2330.0,2450.0
45.4,26.1,12.3,2.6,0.631,0.851,1.0,1.8,3.2,7340.0,4780.0,2980.0,642.0,131.0,218.0,288.0,372.0,1.3,3.4,3.46,3.7,0.0064,2055.0,2150.0,2265.0
22.6,15.0,29.1,13.9,0.614,0.189,1.48,0.619,6.25,10600.0,7970.0,20300.0,9970.0,370.0,140.0,1230.0,370.0,2.55,9.8,10.0,14.1,0.066,2150.0,2190.0,2230.0
61.8,25.2,1.7,2.4,0.681,0.459,0.8,3.0,1.2,48400.0,22400.0,1990.0,2870.0,688.0,570.0,1120.0,3010.0,0.5,16.1,16.8,12.8,0.0089,2800.0,2800.0,2800.0
51.4,30.1,3.29,0.476,0.664,0.135,2.66,1.56,0.825,40400.0,26800.0,3870.0,573.0,674.0,168.0,3720.0,1570.0,0.339,16.4,16.8,14.25,0.003,2800.0,2800.0,2800.0
44.5,24.8,11.4,4.06,0.747,0.405,2.06,1.34,3.15,40000.0,25200.0,15400.0,5580.0,865.0,577.0,3290.0,1540.0,1.28,19.0,19.2,18.3,0.03,2280.0,2520.0,2690.0
55.2,30.2,4.3,0.65,1.29,0.216,4.0,1.2,0.76,37300.0,23100.0,4350.0,672.0,1130.0,232.0,4820.0,1040.0,0.31,14.2,14.5,17.0,0.0098,2800.0,2800.0,2800.0
61.7,25.9,2.8,2.14,0.483,1.04,0.294,1.45,1.86,20500.0,8710.0,851.0,677.0,155.0,465.0,143.0,573.0,0.775,6.43,6.7,6.7,0.00877,2750.0,2773.0,2820.0
33.7,29.6,6.8,6.3,1.33,0.162,2.3,1.3,9.8,15300.0,15200.0,4630.0,4380.0,779.0,117.0,1860.0,757.0,4.29,8.9,9.73,8.7,0.044,2455.0,2555.0,2650.0
49.1,36.2,9.36,2.73,1.44,0.412,3.86,1.17,2.31,62900.0,47400.0,17400.0,3870.0,2360.0,812.0,9200.0,1810.0,0.937,26.4,26.8,37.28,0.0159,2453.0,2538.0,2628.0
53.1,32.2,5.15,0.77,1.16,0.108,2.51,1.12,0.975,33700.0,23100.0,4890.0,747.0,951.0,109.0,2840.0,907.0,0.395,13.4,13.6,13.18,0.0073,2800.0,2800.0,2800.0
38.3,16.2,30.9,2.42,1.01,0.149,2.74,0.602,2.85,22600.0,10800.0,27200.0,2180.0,769.0,139.0,2870.0,454.0,1.17,12.3,12.6,14.3,0.027,1890.0,1980.0,2070.0
54.0,25.3,9.98,0.63,1.38,0.23,3.74,1.09,1.05,36100.0,19200.0,9980.0,644.0,1190.0,243.0,4450.0,930.0,0.426,14.1,14.3,13.3,0.015,2560.0,2640.0,2760.0
41.9,24.2,24.7,1.51,0.415,0.5,0.517,2.58,2.17,17000.0,11100.0,15000.0,936.0,217.0,321.0,373.0,1340.0,0.877,8.6,8.67,8.4,0.0073,2100.0,2390.0,2510.0
49.1,21.5,16.0,0.402,0.722,0.348,1.77,1.28,0.639,32500.0,16000.0,13500.0,380.0,622.0,345.0,1970.0,1060.0,0.266,13.1,13.6,12.84,0.0106,2496.0,2526.0,2555.0
37.1,31.2,7.7,6.2,1.06,0.257,0.97,1.2,6.5,4770.0,4540.0,1480.0,1220.0,176.0,52.3,222.0,198.0,2.65,2.7,2.75,2.5,0.011,2455.0,2555.0,2655.0
35.3,19.1,36.9,1.46,0.581,0.27,2.14,0.903,3.0,15000.0,9190.0,23500.0,946.0,319.0,182.0,1620.0,491.0,1.21,9.0,9.1,9.1,0.016,2000.0,2110.0,2200.0
54.4,11.3,19.7,3.84,0.946,0.324,1.25,0.953,1.75,49400.0,11600.0,26900.0,5330.0,1110.0,467.0,2020.0,1110.0,0.71,19.2,19.5,19.63,0.036,2040.0,2090.0,2200.0
43.7,25.3,15.4,2.45,1.51,0.837,3.35,0.987,3.53,11200.0,7360.0,5930.0,961.0,500.0,341.0,1530.0,324.0,1.43,5.4,5.49,4.9,0.013,2350.0,2400.0,2602.0
49.0,28.4,13.2,0.393,0.721,0.394,2.98,1.27,1.07,65200.0,41500.0,27400.0,808.0,1250.0,805.0,6980.0,2150.0,0.433,28.1,28.4,23.13,0.00899,2724.0,2753.0,2791.0
61.2,21.4,5.69,3.54,0.481,0.351,0.349,1.29,3.5,27400.0,10800.0,3820.0,2430.0,278.0,249.0,278.0,739.0,1.43,9.4,9.6,8.38,0.026,2330.0,2530.0,2700.0
39.5,18.3,34.9,1.58,0.432,0.338,0.986,1.14,2.33,13000.0,6840.0,17200.0,798.0,184.0,177.0,579.0,481.0,0.952,6.9,7.07,7.0,0.014,2120.0,2200.0,2340.0
46.8,36.5,4.79,0.84,0.78,0.581,3.49,1.56,1.0,17300.0,15300.0,2650.0,475.0,372.0,340.0,2290.0,736.0,0.406,7.8,7.91,7.3,0.0037,2800.0,2800.0,2800.0
43.0,23.7,8.63,5.38,1.99,0.419,2.67,1.19,6.1,22200.0,13900.0,6690.0,4260.0,1330.0,343.0,2460.0,788.0,2.48,10.9,11.1,9.9,0.026,2225.0,2310.0,2365.0
48.4,22.3,19.0,1.9,0.581,0.297,1.67,0.836,2.17,22200.0,11600.0,13100.0,1340.0,344.0,216.0,1370.0,492.0,0.883,9.7,9.84,9.0,0.015,2060.0,2150.0,2260.0
55.2,18.4,15.2,1.3,0.813,0.284,3.09,1.0,1.1,39600.0,14900.0,16300.0,1430.0,752.0,322.0,3940.0,921.0,0.454,14.9,15.3,13.9,0.0232,2145.0,2265.0,2355.0
53.7,31.4,4.58,0.392,1.13,0.135,3.97,1.59,0.525,102000.0,67600.0,13000.0,1140.0,2770.0,407.0,13400.0,3870.0,0.214,40.0,40.7,38.62,0.0064,2800.0,2800.0,2800.0
29.3,15.0,51.8,1.05,0.332,0.162,0.986,0.953,1.8,18800.0,10900.0,49700.0,1030.0,274.0,165.0,1130.0,782.0,0.727,13.6,13.7,14.5,0.0084,2000.0,2110.0,2230.0
39.2,21.4,29.8,0.63,0.681,0.189,2.2,0.987,1.0,49100.0,30300.0,55800.0,1210.0,1100.0,375.0,4910.0,1580.0,0.417,25.7,26.8,21.9,0.0099,2070.0,2190.0,2640.0
34.4,19.4,30.3,2.08,1.21,0.207,2.27,0.777,4.22,17400.0,11100.0,20700.0,1500.0,768.0,153.0,2030.0,508.0,1.71,10.3,10.4,11.05,0.0238,2288.0,2388.0,2488.0
47.4,28.9,9.44,2.02,0.896,0.945,2.18,1.54,2.63,9440.0,6530.0,2810.0,614.0,230.0,299.0,772.0,392.0,1.07,4.2,4.27,4.5,0.0059,2240.0,2420.0,2500.0
47.1,26.7,15.2,0.854,0.93,0.378,2.63,1.17,1.18,24700.0,15900.0,11900.0,686.0,630.0,315.0,2460.0,787.0,0.476,11.1,11.2,10.78,0.011,2520.0,2590.0,2660.0
51.2,29.0,10.5,0.78,0.631,0.162,2.05,1.1,1.06,26400.0,16900.0,8100.0,613.0,418.0,132.0,1880.0,724.0,0.428,10.9,11.0,10.4,0.0075,2910.0,2910.0,2910.0
35.4,23.1,32.2,1.19,0.714,0.257,2.56,0.95,1.61,32200.0,23800.0,43800.0,1650.0,837.0,370.0,4150.0,1110.0,0.65,19.3,19.5,19.09,0.015,1980.0,2140.0,2480.0
51.4,19.3,18.0,0.901,0.963,0.216,3.2,1.1,1.1,33300.0,14100.0,17500.0,892.0,804.0,222.0,3690.0,914.0,0.453,13.5,13.9,12.9,0.0232,2155.0,2265.0,2360.0
53.5,25.5,10.6,0.882,0.664,0.5,1.98,1.34,1.0,30500.0,16500.0,9060.0,769.0,488.0,452.0,2010.0,977.0,0.404,12.1,12.2,12.4,0.0094,2560.0,2660.0,2750.0
34.5,21.3,36.3,1.01,0.571,0.234,1.87,0.865,1.59,33600.0,21700.0,29000.0,891.0,873.0,286.0,3870.0,1030.0,0.642,16.3,16.5,15.97,0.0133,2249.0,2348.0,2468.0
34.2,17.0,29.6,5.66,0.747,0.297,1.33,0.619,9.25,11200.0,6280.0,14500.0,2830.0,315.0,154.0,777.0,259.0,3.87,6.7,7.03,6.7,0.04,1920.0,2020.0,2120.0
57.4,22.6,6.0,0.809,0.76,0.787,0.663,2.26,1.12,20300.0,8800.0,2930.0,416.0,318.0,427.0,374.0,1030.0,0.45,7.4,7.45,9.46,0.0123,2751.0,2765.0,2778.0
41.2,32.1,19.4,0.756,0.681,0.189,1.78,0.987,0.8,7630.0,6730.0,5360.0,214.0,162.0,55.5,586.0,234.0,0.334,3.8,3.97,3.72,0.0078,2270.0,2530.0,2610.0
33.0,20.0,26.0,4.5,1.31,0.446,2.1,0.71,5.3,7710.0,5290.0,9090.0,1610.0,395.0,165.0,874.0,212.0,2.21,4.8,5.0,3.5,0.0133,2090.0,2140.0,2340.0
50.5,24.3,11.2,1.6,1.03,0.54,1.6,1.2,1.7,22600.0,12300.0,7500.0,1090.0,594.0,383.0,1270.0,687.0,0.686,9.5,9.58,9.4,0.019,2455.0,2565.0,2655.0
32.8,16.8,4.0,24.4,1.16,3.11,0.24,0.803,8.38,18500.0,10700.0,3370.0,21000.0,843.0,2770.0,241.0,578.0,3.7,10.9,12.0,7.32,0.14,2160.0,2350.0,2400.0
34.6,19.1,18.4,8.44,1.11,0.189,1.22,0.74,13.9,16000.0,9980.0,12700.0,5960.0,663.0,139.0,1000.0,438.0,5.8,9.5,9.9,7.3,0.34,2110.0,2160.0,2260.0
45.8,29.9,13.4,1.96,0.946,0.257,1.81,1.52,2.17,25500.0,18800.0,11200.0,1670.0,679.0,226.0,1800.0,1080.0,0.886,11.7,11.9,11.54,0.056,2360.0,2570.0,2660.0
37.0,21.0,29.0,2.2,0.58,0.53,1.4,0.93,2.5,19200.0,12300.0,22500.0,1740.0,387.0,435.0,1290.0,617.0,1.02,10.9,11.1,11.2,0.042,1970.0,2020.0,2070.0
48.6,18.4,7.41,8.08,1.56,0.473,0.409,0.997,5.48,28200.0,12100.0,6430.0,7170.0,1170.0,435.0,422.0,740.0,2.25,12.1,12.4,11.03,0.05,2270.0,2350.0,2530.0
46.0,25.0,8.39,5.2,1.66,0.905,1.54,1.76,3.05,16300.0,10000.0,4450.0,2810.0,758.0,508.0,971.0,796.0,1.23,7.5,7.58,7.1,0.07,2100.0,2210.0,2300.0
42.2,17.0,31.2,1.22,1.01,0.365,2.14,0.92,2.48,37100.0,16900.0,41000.0,1640.0,1150.0,508.0,3350.0,1040.0,1.0,18.6,18.8,20.5,0.015,1800.0,1900.0,2020.0
12.9,6.28,64.2,2.39,0.382,0.311,0.613,0.518,2.88,8070.0,4450.0,60200.0,2290.0,308.0,308.0,684.0,416.0,1.16,13.3,13.4,14.0,0.039,2030.0,2120.0,2220.0
40.9,20.4,29.9,1.11,0.813,0.297,1.97,1.17,2.15,25500.0,14400.0,27900.0,1060.0,655.0,294.0,2190.0,936.0,0.871,13.2,13.4,11.25,0.015,1950.0,2040.0,2080.0
46.3,23.4,18.1,2.7,1.43,0.783,2.4,1.2,3.3,53000.0,30300.0,31000.0,4720.0,2110.0,1420.0,4890.0,1760.0,1.38,23.5,24.5,22.0,0.032,2180.0,2280.0,2500.0
60.5,29.0,2.09,0.462,0.764,0.149,2.72,1.87,0.5,86800.0,47100.0,4480.0,1010.0,1410.0,338.0,6940.0,3440.0,0.203,30.3,30.7,29.6,0.0041,2800.0,2800.0,2800.0
57.0,22.0,14.0,0.37,0.828,0.338,2.8,1.1,0.65,35000.0,15300.0,12800.0,347.0,655.0,328.0,3060.0,863.0,0.271,12.6,13.1,12.8,0.0185,2360.0,2410.0,2590.0
33.8,12.6,36.5,5.7,0.465,0.135,1.39,0.712,2.2,17700.0,7450.0,28500.0,4550.0,313.0,112.0,1300.0,476.0,0.92,10.7,11.2,10.7,0.031,1910.0,2010.0,2110.0
57.8,27.3,25.7,0.476,0.913,0.149,2.66,1.52,0.65,102000.0,54700.0,68100.0,1290.0,2090.0,417.0,8380.0,3450.0,0.267,37.0,37.9,35.2,0.0063,2800.0,2800.0,2800.0
45.8,20.5,15.8,1.95,0.88,0.581,2.09,1.02,2.78,7350.0,3720.0,3800.0,477.0,182.0,148.0,597.0,209.0,1.12,3.4,3.43,4.0,0.056,2260.0,2350.0,2450.0
43.6,19.7,21.8,1.2,0.598,0.419,2.6,1.1,1.7,18000.0,9230.0,13500.0,759.0,319.0,274.0,1920.0,582.0,0.708,8.5,8.85,8.2,0.014,2000.0,2120.0,2240.0
42.2,18.1,28.7,2.48,0.581,0.243,1.88,0.92,1.02,17200.0,8370.0,17600.0,1550.0,306.0,158.0,1370.0,481.0,0.427,8.4,8.75,7.7,0.018,1960.0,1980.0,2160.0
42.4,32.5,11.0,1.19,0.498,0.432,1.61,1.71,1.3,7400.0,6430.0,2880.0,318.0,112.0,120.0,501.0,381.0,0.525,3.7,3.74,3.55,0.01,2700.0,2800.0,2800.0
32.8,17.2,23.6,7.2,0.946,0.802,1.36,0.8,2.78,23400.0,13500.0,23300.0,5620.0,860.0,859.0,1730.0,741.0,1.16,13.5,14.1,13.7,0.0476,1960.0,2050.0,2122.0
49.6,21.0,22.2,0.924,0.863,0.216,2.07,1.0,1.18,24100.0,11500.0,16100.0,686.0,540.0,166.0,1790.0,623.0,0.479,10.2,10.4,10.49,0.011,2160.0,2230.0,2400.0
56.6,30.5,3.0,1.2,0.714,0.486,1.9,2.2,1.2,12300.0,7530.0,979.0,400.0,201.0,168.0,738.0,614.0,0.487,4.6,4.67,4.3,0.0063,2800.0,2800.0,2800.0
49.2,30.4,9.61,0.924,0.183,0.864,3.11,1.47,1.25,14400.0,10100.0,4210.0,414.0,69.0,401.0,1620.0,552.0,0.506,6.2,6.27,5.57,0.006,2600.0,2730.0,2800.0
52.9,30.8,2.0,0.854,0.963,0.149,3.26,2.16,0.875,112000.0,73800.0,6340.0,2760.0,2630.0,498.0,12300.0,5840.0,0.352,45.1,45.3,39.99,0.004,2800.0,2800.0,2800.0
59.3,27.8,2.5,0.896,0.598,0.203,2.3,2.61,1.0,31500.0,16700.0,1990.0,729.0,410.0,171.0,2170.0,1780.0,0.407,11.2,11.4,10.94,0.0042,2800.0,2800.0,2800.0
20.2,14.5,48.6,5.18,0.797,0.365,0.493,0.686,7.0,9660.0,7840.0,34700.0,3780.0,490.0,276.0,419.0,419.0,2.83,10.1,10.2,10.0,0.025,2020.0,2110.0,2220.0
29.3,20.0,35.8,2.89,0.664,0.783,1.53,0.669,1.7,2350.0,1820.0,4280.0,353.0,68.5,99.4,218.0,68.5,0.685,1.7,1.71,1.95,0.0313,2640.0,2760.0,2800.0
43.2,16.6,26.2,2.0,0.531,0.216,1.79,0.963,0.88,17200.0,7500.0,15600.0,1220.0,273.0,137.0,1270.0,491.0,0.366,8.2,8.53,7.5,0.0232,2065.0,2165.0,2255.0
25.4,21.0,44.3,1.11,0.315,0.216,0.757,0.502,2.6,8660.0,8100.0,22600.0,575.0,139.0,117.0,459.0,219.0,1.08,7.0,7.29,6.98,0.018,2024.0,2149.0,2394.0
33.0,20.0,30.0,4.6,0.59,0.42,1.3,0.8,3.3,14700.0,10100.0,20100.0,3140.0,340.0,298.0,1030.0,457.0,1.34,9.4,9.56,10.1,0.049,1990.0,2040.0,2090.0
20.4,18.8,46.9,2.46,0.465,0.324,0.757,0.452,2.98,11300.0,11800.0,39000.0,2100.0,333.0,286.0,750.0,321.0,1.21,11.7,11.9,11.26,0.011,1950.0,2110.0,2190.0
43.0,21.0,28.0,0.47,0.631,0.27,2.1,1.0,1.2,17800.0,9840.0,17300.0,297.0,336.0,177.0,1550.0,529.0,0.5,8.5,8.85,8.7,0.0183,2130.0,2180.0,2250.0
42.4,16.9,29.3,0.681,0.647,0.135,2.0,1.1,1.2,17000.0,7680.0,17600.0,417.0,335.0,85.9,1430.0,566.0,0.498,8.3,8.59,7.3,0.0232,2025.0,2120.0,2215.0
12.8,6.82,38.5,21.6,0.398,0.162,0.553,0.217,14.5,7440.0,4490.0,33500.0,19200.0,298.0,149.0,572.0,162.0,5.91,12.2,12.4,11.2,0.13,2130.0,2230.0,2310.0
42.4,23.6,25.5,1.25,0.714,0.176,2.73,1.17,1.27,20000.0,12600.0,18000.0,896.0,433.0,131.0,2290.0,705.0,0.514,10.0,10.1,10.3,0.011,1980.0,2130.0,2240.0
49.8,29.8,8.71,1.82,0.996,0.243,1.45,2.16,2.23,40100.0,27300.0,10500.0,2240.0,1040.0,311.0,2090.0,2230.0,0.909,16.9,17.3,15.26,0.01,2620.0,2690.0,2720.0
39.2,19.7,28.9,2.23,0.83,0.257,1.38,1.07,3.45,37500.0,21300.0,41400.0,3250.0,1020.0,389.0,2350.0,1310.0,1.41,20.1,20.5,18.09,0.33,2080.0,2180.0,2260.0
56.6,27.4,7.72,0.924,0.465,0.945,1.31,1.69,1.43,22400.0,12300.0,4570.0,559.0,237.0,593.0,923.0,856.0,0.575,8.4,8.47,7.11,0.0083,2570.0,2700.0,2740.0
41.3,19.7,29.6,0.574,0.979,0.446,2.73,1.0,1.08,24200.0,13100.0,25900.0,514.0,740.0,414.0,2850.0,750.0,0.432,12.5,12.5,12.38,0.017,2120.0,2250.0,2430.0
46.7,27.8,15.2,2.1,0.598,0.324,0.721,2.01,2.5,13500.0,9090.0,6560.0,928.0,223.0,148.0,371.0,742.0,1.01,6.1,6.18,5.66,0.023,2640.0,2710.0,2790.0
47.1,20.6,25.5,0.791,0.711,0.238,1.84,1.01,1.55,33000.0,16000.0,25200.0,807.0,705.0,284.0,2440.0,873.0,0.64,14.3,14.8,10.95,0.00932,2004.0,2106.0,2206.0
45.8,28.5,10.1,0.66,1.11,0.554,3.5,1.1,1.2,17700.0,12500.0,5840.0,390.0,554.0,339.0,2410.0,544.0,0.484,8.2,8.27,8.1,0.013,2615.0,2730.0,2800.0
36.1,30.8,13.8,4.91,1.05,1.76,1.4,0.66,7.84,3950.0,3820.0,2260.0,821.0,148.0,304.0,273.0,92.4,3.19,2.3,2.34,1.9,0.014,2260.0,2310.0,2490.0
40.9,19.1,9.01,0.714,1.06,0.81,2.26,0.987,0.9,8900.0,4700.0,2930.0,238.0,298.0,279.0,876.0,275.0,0.365,4.6,4.66,3.98,0.022,2560.0,2620.0,2740.0
52.2,27.4,5.98,1.67,1.16,0.257,3.29,1.16,3.6,63200.0,37700.0,10800.0,3090.0,1820.0,493.0,7110.0,1790.0,1.5,24.9,25.9,22.4,0.01,2558.0,2661.0,2739.0
42.5,24.6,18.5,4.4,0.747,0.473,1.51,0.987,1.8,49100.0,32200.0,32000.0,7760.0,1110.0,865.0,3120.0,1460.0,0.727,24.5,24.7,26.9,0.028,2000.0,2090.0,2180.0
36.0,14.6,24.5,8.59,0.631,0.675,1.74,0.819,4.05,22600.0,10300.0,23000.0,8220.0,509.0,670.0,1940.0,657.0,1.66,13.1,13.4,12.13,0.063,2030.0,2130.0,2330.0
52.6,31.4,3.3,0.98,0.913,0.554,3.44,1.27,2.0,16700.0,11200.0,1560.0,474.0,372.0,278.0,1940.0,514.0,0.808,6.7,6.77,6.04,0.0069,2800.0,2800.0,2800.0
37.3,19.3,37.0,1.49,0.586,0.223,1.43,0.883,1.96,16000.0,9250.0,22300.0,924.0,324.0,148.0,1120.0,480.0,0.8,8.76,8.93,8.54,0.024,1981.0,2080.0,2175.0
53.3,24.0,11.2,0.392,1.83,0.432,3.81,1.09,1.38,98100.0,50000.0,30900.0,1100.0,4330.0,1260.0,12500.0,2560.0,0.556,39.0,39.4,35.7,0.015,2320.0,2430.0,2550.0
38.9,28.5,21.3,1.65,1.08,0.257,2.58,0.97,2.5,10400.0,8650.0,8540.0,676.0,372.0,109.0,1230.0,332.0,1.02,5.6,5.73,5.32,0.066,2160.0,2270.0,2330.0
20.0,16.0,51.0,2.31,0.614,0.27,0.85,0.53,3.2,5740.0,5200.0,21900.0,1010.0,227.0,123.0,435.0,195.0,1.33,5.9,6.15,5.6,0.0132,1975.0,2070.0,2145.0
13.9,10.7,28.1,13.0,2.49,1.76,0.385,0.418,16.9,2550.0,2220.0,7730.0,3640.0,589.0,511.0,126.0,98.2,6.82,3.9,3.93,3.7,0.042,2060.0,2150.0,2230.0
46.1,29.4,8.08,2.31,1.59,0.891,1.84,1.09,2.13,13900.0,10000.0,3650.0,1060.0,619.0,426.0,987.0,419.0,0.857,6.4,6.45,6.3,0.034,2490.0,2580.0,2710.0
55.7,26.7,5.9,1.0,0.681,0.77,4.6,1.9,1.2,26800.0,14600.0,4250.0,736.0,423.0,588.0,3950.0,1170.0,0.5,9.9,10.3,9.0,0.014,2770.0,2800.0,2800.0
45.2,29.7,13.6,1.1,0.78,1.05,2.3,1.4,2.9,19100.0,14200.0,8620.0,712.0,426.0,707.0,1730.0,759.0,1.21,8.7,9.06,8.0,0.0082,2495.0,2620.0,2725.0
47.3,30.1,9.15,1.81,0.764,0.648,1.36,1.54,1.7,28100.0,20200.0,8120.0,1640.0,584.0,609.0,1430.0,1170.0,0.69,12.5,12.7,12.72,0.008,2460.0,2580.0,2760.0
42.6,31.0,9.3,1.58,0.631,1.2,2.66,1.42,2.33,4630.0,3810.0,1510.0,263.0,88.4,207.0,514.0,198.0,0.94,2.3,2.33,2.33,0.012,2460.0,2630.0,2710.0
52.3,21.3,14.9,1.41,0.791,0.982,2.64,2.23,2.26,38100.0,12600.0,8950.0,922.0,516.0,816.0,2510.0,2390.0,0.942,12.6,13.1,10.4,0.00894,2260.0,2343.0,2415.0
47.3,24.7,15.8,0.378,1.13,0.324,3.26,0.853,1.83,69000.0,40900.0,34500.0,844.0,2130.0,750.0,8470.0,1590.0,0.736,31.0,31.3,15.27,0.024,2800.0,2800.0,2800.0
50.9,30.6,7.49,3.48,0.503,0.27,1.47,1.61,0.875,19800.0,13600.0,5130.0,2420.0,261.0,171.0,1050.0,840.0,0.354,8.44,8.54,7.99,0.0094,2646.0,2697.0,2755.0
37.6,24.2,24.7,3.3,1.15,0.986,1.5,1.0,4.0,21200.0,15500.0,20900.0,2850.0,834.0,882.0,1510.0,723.0,1.67,11.6,12.1,11.5,0.031,2060.0,2110.0,2540.0
57.1,28.4,4.29,0.56,0.88,0.378,2.63,1.47,0.6,23000.0,12900.0,2590.0,345.0,457.0,242.0,1890.0,759.0,0.244,8.5,8.63,8.13,0.0045,2680.0,2800.0,2800.0
47.3,31.6,9.94,3.6,0.332,0.675,0.829,1.17,2.3,18500.0,14000.0,5830.0,2160.0,168.0,420.0,579.0,587.0,0.942,8.2,8.39,7.98,0.055,2570.0,2620.0,2650.0
34.4,17.8,29.1,1.8,0.498,0.473,1.0,1.1,2.7,13900.0,8130.0,17600.0,1110.0,259.0,302.0,718.0,568.0,1.1,8.5,8.63,8.5,0.033,2155.0,2255.0,2365.0
48.7,24.0,16.9,0.815,0.593,0.277,2.41,1.23,1.02,34400.0,18700.0,18000.0,805.0,548.0,307.0,3130.0,1100.0,0.413,14.9,15.0,15.74,0.0119,2169.0,2268.0,2378.0
45.0,23.0,21.8,1.75,0.747,0.365,2.31,1.05,1.86,34400.0,19900.0,24900.0,2040.0,736.0,442.0,3140.0,1030.0,0.775,15.7,16.4,14.6,0.02,2110.0,2210.0,2320.0
49.8,25.6,11.3,1.36,0.697,0.23,1.88,1.22,2.42,18600.0,10800.0,6310.0,777.0,336.0,136.0,1250.0,585.0,0.983,7.9,8.01,7.43,0.006,2480.0,2540.0,2620.0
46.6,23.4,13.1,2.73,1.56,0.0878,2.38,0.97,3.95,15500.0,8800.0,6510.0,1380.0,667.0,46.1,1400.0,412.0,1.62,6.9,7.1,6.9,0.035,2120.0,2210.0,2370.0
51.8,24.6,10.2,0.896,1.33,0.419,4.07,1.02,1.5,96400.0,51800.0,28300.0,2550.0,3190.0,1230.0,13500.0,2430.0,0.608,39.3,39.8,38.9,0.013,2380.0,2500.0,2600.0
39.2,30.8,22.0,0.784,0.448,0.149,1.15,1.92,1.1,27500.0,24500.0,23100.0,841.0,405.0,165.0,1440.0,1730.0,0.443,14.9,15.0,12.36,0.0053,2380.0,2520.0,2610.0
43.0,29.0,5.61,3.16,0.852,0.655,2.55,1.1,0.216,33600.0,25400.0,7360.0,3560.0,860.0,780.0,3570.0,1100.0,0.0901,16.1,16.7,15.29,0.0276,2811.0,2819.0,2829.0
51.9,29.3,21.7,1.43,0.432,0.135,1.47,1.79,1.75,24700.0,15800.0,15400.0,1040.0,265.0,102.0,1240.0,1090.0,0.707,10.1,10.2,11.52,0.0023,2740.0,2800.0,2800.0
52.1,35.7,3.15,1.54,0.382,0.162,0.577,2.21,1.75,13600.0,10500.0,1230.0,614.0,128.0,66.9,268.0,736.0,0.71,5.5,5.58,4.8,0.0031,2800.0,2800.0,2800.0
31.7,25.1,31.9,2.14,0.73,0.297,1.44,0.719,4.35,6570.0,5890.0,9900.0,679.0,195.0,97.6,532.0,191.0,1.75,4.4,4.44,4.4,0.021,2020.0,2140.0,2420.0
42.1,28.4,3.6,4.0,0.614,0.648,1.6,1.3,0.32,33400.0,25500.0,4280.0,4850.0,628.0,815.0,2260.0,1320.0,0.129,16.9,17.0,16.0,0.013,2725.0,2800.0,2800.0
42.2,29.5,10.1,3.2,0.847,0.297,2.5,1.2,3.2,31200.0,24700.0,11200.0,3620.0,807.0,348.0,3290.0,1140.0,1.3,15.6,15.8,15.3,0.013,2545.0,2645.0,2755.0
55.4,25.1,7.41,2.07,1.34,0.716,3.22,1.25,1.78,48600.0,24900.0,9710.0,2780.0,1520.0,994.0,5030.0,1410.0,0.74,18.0,18.8,15.8,0.021,2450.0,2500.0,2550.0
35.3,23.8,27.5,1.44,0.581,0.297,1.57,0.97,2.35,15500.0,11800.0,18000.0,967.0,328.0,206.0,1230.0,544.0,0.948,9.3,9.38,9.11,0.012,2090.0,2190.0,2340.0
59.5,25.5,1.89,1.6,0.365,0.297,0.829,2.83,1.8,21900.0,10600.0,1040.0,898.0,173.0,173.0,543.0,1330.0,0.736,7.7,7.88,7.18,0.005,2800.0,2800.0,2800.0
36.2,21.0,33.8,1.22,0.581,0.135,1.37,0.87,1.75,17000.0,11100.0,23800.0,873.0,351.0,100.0,1140.0,522.0,0.724,9.7,10.0,8.9,0.019,2160.0,2250.0,2355.0
31.9,21.9,27.7,3.03,0.415,0.284,1.28,0.92,5.92,14700.0,11400.0,19100.0,2130.0,247.0,207.0,1050.0,543.0,2.47,9.47,9.86,9.3,0.026,2150.0,2210.0,2510.0
