Sample_ID,Ash_Deformation,Ash_Softening,Ash_Fluid,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,SO3,Si,Al,Fe,Ca,Mg,Na,K,Ti,TS,GSAsh,GSAsh_Dry,Standard_Ash,MnO
WA3202074,2563.0,2654.0,2760.0,51.1,27.6,12.6,0.752,0.834,0.17,2.16,1.51,0.618,42700.0,25400.0,13600.0,807.0,941.0,221.0,3250.0,1600.0,0.248,17.3,17.4,18.31,0.00552
WA3203837,2270.0,2349.0,2452.0,36.4,32.1,12.0,4.2,1.11,1.72,1.08,1.48,7.12,8400.0,5250.0,2380.0,357.0,182.0,184.0,915.0,256.0,2.86,3.5,3.52,3.13,0.016
WA3204134,2558.0,2636.0,2677.0,49.1,23.2,16.0,0.532,0.726,0.205,2.57,1.16,0.802,52700.0,27300.0,26700.0,852.0,1030.0,345.0,4920.0,1560.0,0.325,22.6,22.9,21.8,0.00864
WA3204136,2368.0,2438.0,2519.0,49.5,23.1,14.6,1.46,0.722,0.211,2.5,1.25,1.5,48600.0,25800.0,17600.0,1750.0,945.0,323.0,4410.0,1560.0,0.606,20.1,20.3,19.77,0.0197
WA3206820,1981.0,2080.0,2175.0,37.3,19.3,37.0,1.49,0.586,0.223,1.43,0.883,1.96,16000.0,9250.0,22300.0,924.0,324.0,148.0,1120.0,480.0,0.8,8.76,8.93,8.54,0.024
WA3208044,2749.0,2784.0,2796.0,50.8,30.2,8.01,0.973,1.44,0.438,3.63,1.26,1.69,31100.0,19200.0,7060.0,682.0,1100.0,275.0,3490.0,1020.0,0.685,12.3,12.5,11.55,0.092
WA3208218,2800.0,2800.0,2800.0,52.7,32.1,7.72,1.44,0.651,0.212,1.82,1.61,1.14,24300.0,15700.0,5970.0,762.0,413.0,148.0,1760.0,903.0,0.466,9.52,9.69,9.36,0.0105
WA3208224,2800.0,2800.0,2800.0,55.7,28.7,3.03,0.813,1.05,0.158,2.7,1.71,1.44,47400.0,27200.0,3710.0,970.0,1140.0,208.0,4120.0,1870.0,0.596,17.5,18.1,15.82,0.00661
WA3209902,2664.0,2688.0,2723.0,54.2,28.5,7.69,0.898,1.04,0.198,2.83,1.12,1.17,31600.0,18900.0,6990.0,758.0,738.0,170.0,2860.0,858.0,0.477,12.2,12.5,11.4,0.0137
WA3212753,2222.0,2349.0,2378.0,34.8,15.7,8.08,17.5,3.09,3.5,0.809,0.587,7.3,38600.0,16100.0,7670.0,10600.0,2380.0,2510.0,1890.0,698.0,3.12,15.8,16.7,11.35,0.0591
WA3212764,2154.0,2329.0,2355.0,28.3,18.2,11.9,12.0,2.58,3.1,0.492,0.983,14.4,19200.0,13300.0,11300.0,10100.0,1930.0,2760.0,622.0,835.0,6.18,12.5,13.4,9.59,0.0226
WA3212770,2154.0,2256.0,2301.0,29.0,16.5,6.21,15.8,3.58,4.16,0.489,0.759,11.9,17300.0,9730.0,4940.0,10500.0,2190.0,2870.0,611.0,515.0,5.11,10.2,10.9,7.54,0.018
WA3213084,2270.0,2346.0,2405.0,27.1,11.4,10.9,16.1,4.4,4.36,0.535,0.445,22.1,19400.0,7520.0,10600.0,12700.0,2980.0,3420.0,763.0,349.0,9.43,12.1,12.9,9.63,0.0398
WA3217378.1,2656.0,2795.0,2800.0,47.7,32.5,8.01,1.16,0.896,0.405,3.29,1.3,1.55,40600.0,31400.0,10200.0,1510.0,984.0,547.0,4990.0,1420.0,0.646,17.5,18.2,16.77,0.012
WA3217379.1,2328.0,2462.0,2619.0,38.8,29.1,24.6,0.07,0.133,0.324,0.589,3.03,1.35,34400.0,29200.0,32600.0,94.8,152.0,455.0,929.0,3430.0,0.563,18.2,19.0,19.54,0.011
WA3217380.1,2264.0,2336.0,2399.0,41.7,23.3,28.6,0.728,0.415,0.162,1.94,1.24,1.45,67000.0,42300.0,68800.0,1790.0,859.0,413.0,5530.0,2540.0,0.604,33.0,34.4,36.56,0.014
WA3217381.1,2763.0,2800.0,2800.0,50.4,36.3,5.72,0.56,0.382,0.23,1.69,2.26,0.975,65000.0,53000.0,11000.0,1100.0,635.0,469.0,3890.0,3730.0,0.406,26.5,27.6,32.6,0.006
WA3217383.1,2314.0,2424.0,2540.0,55.0,19.5,12.7,3.19,0.564,0.203,2.56,1.19,2.2,106000.0,42600.0,36800.0,9430.0,1410.0,620.0,8810.0,2940.0,0.917,39.7,41.4,38.3,0.019
WA3217384.1,2186.0,2267.0,2487.0,40.4,19.5,32.3,0.868,0.299,0.243,1.45,1.34,1.63,21300.0,11600.0,25400.0,698.0,203.0,203.0,1360.0,900.0,0.677,10.8,11.3,10.6,0.015
WA3217387.1,2194.0,2437.0,2516.0,45.9,25.9,17.0,1.69,0.481,0.257,2.26,1.82,2.53,34800.0,22300.0,19300.0,1970.0,471.0,309.0,3060.0,1770.0,1.05,15.6,16.3,15.01,0.016
WA3217388.1,2387.0,2468.0,2597.0,38.8,27.0,24.2,1.53,0.382,0.284,2.39,1.49,1.7,22500.0,17700.0,20900.0,1350.0,285.0,260.0,2470.0,1100.0,0.708,11.9,12.4,12.08,0.011
WA3217389.1,2411.0,2580.0,2646.0,53.5,26.5,12.0,1.39,0.498,0.257,2.73,1.24,1.53,25800.0,14400.0,8660.0,1020.0,309.0,196.0,2340.0,763.0,0.635,9.9,10.3,9.33,0.011
WA3222275,2301.0,2484.0,2758.0,33.4,34.0,3.31,4.53,1.2,0.641,1.05,2.33,4.78,6540.0,7430.0,955.0,1340.0,301.0,195.0,368.0,592.0,2.0,3.96,4.15,3.63,0.00634
WA3222280,2413.0,2650.0,2781.0,32.6,31.5,3.67,4.19,2.91,1.27,0.539,1.07,6.66,17200.0,17000.0,1870.0,2350.0,1490.0,827.0,459.0,695.0,2.83,9.19,9.75,7.49,0.0735
WA3222283,2579.0,2643.0,2766.0,40.9,37.1,2.87,2.7,0.851,0.617,0.606,1.06,2.39,25100.0,23400.0,2020.0,1900.0,537.0,493.0,618.0,805.0,0.988,11.5,11.9,10.47,0.0153
WA3222286,2169.0,2312.0,2468.0,40.4,27.1,3.04,2.69,2.82,6.77,0.716,1.01,3.84,13500.0,10200.0,1490.0,1380.0,1230.0,3520.0,416.0,428.0,1.61,6.8,7.12,6.03,0.0146
WA3229547,2388.0,2540.0,2606.0,43.8,28.4,19.4,1.01,0.587,0.123,1.89,1.11,1.38,23700.0,17200.0,15300.0,817.0,408.0,104.0,1830.0,775.0,0.554,11.5,11.5,10.73,0.00587
WA3232490,2313.0,2497.0,2731.0,64.5,16.8,0.733,3.58,0.201,1.05,6.54,0.511,3.11,72100.0,21400.0,1150.0,5850.0,279.0,1840.0,13500.0,745.0,1.33,22.4,23.9,19.12,0.0378
WA3235625,2327.0,2421.0,2563.0,55.7,17.0,6.77,7.58,0.984,0.258,0.331,1.19,3.31,45800.0,15700.0,8700.0,9700.0,946.0,311.0,492.0,1280.0,1.35,17.1,17.5,14.3,0.0755
WA3238511.1,2800.0,2800.0,2800.0,48.4,41.2,4.1,0.448,0.448,0.122,1.97,2.53,0.7,54600.0,52600.0,6940.0,773.0,653.0,218.0,3960.0,3650.0,0.292,23.2,24.2,22.59,0.002
WA3238513.1,2024.0,2149.0,2394.0,25.4,21.0,44.3,1.11,0.315,0.216,0.757,0.502,2.6,8660.0,8100.0,22600.0,575.0,139.0,117.0,459.0,219.0,1.08,7.0,7.29,6.98,0.018
WA3238514.1,1988.0,2061.0,2263.0,33.0,20.4,38.6,0.784,0.398,0.122,1.17,1.0,1.73,19900.0,13900.0,34900.0,723.0,310.0,116.0,1260.0,775.0,0.719,12.4,12.9,9.15,0.035
WA3238515.1,2544.0,2630.0,2687.0,52.9,26.3,5.92,1.21,0.83,0.23,2.68,1.19,2.8,19000.0,10700.0,3190.0,667.0,385.0,131.0,1720.0,550.0,1.17,7.4,7.71,6.96,0.072
WA3238516.1,1999.0,2069.0,2331.0,37.0,22.5,31.2,0.924,0.349,0.176,1.14,1.05,2.05,16000.0,11000.0,20200.0,612.0,195.0,121.0,881.0,580.0,0.854,8.9,9.27,8.92,0.015
WA3238518.1,2070.0,2160.0,2270.0,34.5,21.1,34.7,1.83,0.415,0.27,1.27,1.0,3.28,19300.0,13300.0,29100.0,1570.0,299.0,240.0,1270.0,719.0,1.36,11.5,12.0,11.33,0.011
WA3238522.1,2750.0,2800.0,2800.0,47.4,33.7,10.5,0.672,0.216,0.0945,0.913,2.69,1.33,40000.0,32100.0,13200.0,865.0,234.0,126.0,1370.0,2900.0,0.552,17.3,18.0,17.4,0.013
WA3238526.1,2334.0,2477.0,2604.0,46.9,28.3,14.7,1.36,0.614,0.23,2.44,1.09,2.83,42700.0,29100.0,20100.0,1890.0,721.0,331.0,3950.0,1270.0,1.18,18.7,19.5,17.85,0.021
WA3238529.1,2739.0,2781.0,2800.0,47.7,35.3,8.04,0.784,0.498,0.473,1.94,1.18,1.27,22100.0,18500.0,5560.0,554.0,297.0,346.0,1590.0,696.0,0.531,9.5,9.9,9.51,0.007
WA3238536,2187.0,2248.0,2288.0,29.8,22.5,37.2,1.48,0.349,0.054,1.27,0.903,2.23,15800.0,13500.0,29600.0,1200.0,238.0,45.4,1200.0,613.0,0.927,10.9,11.4,10.43,0.0089
WA3238538.1,2800.0,2800.0,2800.0,51.7,31.9,3.45,1.51,0.664,0.162,1.85,1.62,2.45,20100.0,14100.0,2010.0,900.0,333.0,100.0,1280.0,808.0,1.02,8.0,8.33,8.02,0.0087
WA3238539.1,2382.0,2588.0,2640.0,50.0,28.3,5.26,3.07,1.08,0.23,2.04,1.18,4.97,7790.0,4980.0,1230.0,730.0,217.0,56.7,567.0,235.0,2.07,3.2,3.33,3.04,0.023
WA3238542.2,2098.0,2176.0,2284.0,39.3,21.7,28.6,1.01,0.614,0.432,2.3,1.03,2.15,22200.0,13800.0,24200.0,870.0,447.0,387.0,2310.0,746.0,0.896,11.6,12.1,11.82,0.016
WA3238556,2791.0,2800.0,2800.0,45.7,36.3,2.75,3.03,0.564,0.135,1.32,1.77,4.28,9570.0,8600.0,860.0,968.0,152.0,44.8,493.0,475.0,1.78,4.3,4.48,4.14,0.039
WA3238559,2432.0,2522.0,2611.0,46.1,28.4,16.1,0.896,0.93,0.216,2.44,0.97,1.9,35900.0,25000.0,18800.0,1070.0,933.0,267.0,3380.0,967.0,0.792,16.0,16.7,15.27,0.014
WA3239235.2,2428.0,2534.0,2664.0,47.4,26.4,13.4,2.35,0.548,0.405,1.98,1.19,2.48,19600.0,12400.0,8290.0,1490.0,292.0,266.0,1460.0,628.0,1.03,8.5,8.85,8.36,0.014
WA3239238.1,2413.0,2476.0,2545.0,59.1,27.8,3.12,0.98,0.481,0.27,2.21,2.04,1.6,38500.0,20500.0,3040.0,977.0,405.0,279.0,2570.0,1700.0,0.667,13.4,14.0,14.73,0.0028
WA3239252.2,2374.0,2454.0,2551.0,48.6,25.6,17.4,0.896,0.448,0.864,2.07,1.28,1.6,32000.0,19000.0,17100.0,900.0,380.0,900.0,2420.0,1080.0,0.667,13.5,14.1,12.56,0.0086
WA3239761.1,2071.0,2326.0,2430.0,38.3,20.9,31.5,2.06,0.448,0.311,1.3,1.03,2.33,22200.0,13700.0,27300.0,1820.0,335.0,285.0,1340.0,764.0,0.969,11.9,12.4,11.48,0.013
WA3239762.1,1991.0,2111.0,2355.0,37.2,21.5,35.9,1.18,0.531,0.243,1.94,0.903,1.83,45600.0,29800.0,65800.0,2220.0,840.0,473.0,4230.0,1420.0,0.76,25.2,26.3,24.73,0.057
WA3240448,2586.0,2681.0,2800.0,67.9,19.3,3.51,2.06,0.657,0.516,0.483,1.2,2.68,12300.0,4370.0,1070.0,644.0,159.0,156.0,172.0,299.0,1.08,3.98,4.02,4.05,0.00729
WA3240456,2114.0,2426.0,2576.0,46.9,26.2,18.6,0.997,0.779,0.26,2.2,1.28,1.82,34800.0,21600.0,19700.0,1050.0,733.0,271.0,2900.0,1210.0,0.733,15.5,15.6,15.6,0.00752
WA3240457.1,2800.0,2800.0,2800.0,51.7,37.4,1.56,0.48,0.581,0.135,2.26,1.43,0.9,28200.0,23100.0,1270.0,400.0,408.0,117.0,2190.0,998.0,0.375,11.2,11.7,11.16,0.0047
WA3240459.1,2746.0,2764.0,2791.0,48.9,35.1,5.44,0.37,0.714,0.189,2.39,2.89,0.6,32100.0,26100.0,5350.0,372.0,605.0,197.0,2800.0,2430.0,0.25,13.5,14.1,18.08,0.012
WA3240460.1,2672.0,2741.0,2800.0,52.6,31.1,8.12,0.51,0.481,1.89,1.42,1.75,0.94,23800.0,15900.0,5500.0,353.0,281.0,1360.0,1140.0,1010.0,0.392,9.3,9.69,9.09,0.012
WA3240461.1,2399.0,2574.0,2768.0,53.3,28.1,1.82,4.13,0.614,1.76,1.43,1.98,0.92,27000.0,16100.0,1380.0,3190.0,401.0,1410.0,1290.0,1280.0,0.383,10.4,10.8,9.69,0.011
WA3241012.1,2647.0,2702.0,2784.0,53.2,26.4,11.7,0.66,0.681,0.203,1.82,1.69,1.17,56200.0,31600.0,18500.0,1070.0,927.0,339.0,3420.0,2280.0,0.488,21.7,22.6,21.63,0.0063
WA3241015.1,2790.0,2800.0,2800.0,51.1,31.3,6.06,0.69,1.29,0.351,3.38,1.18,1.36,40800.0,28300.0,7240.0,842.0,1330.0,444.0,4800.0,1210.0,0.567,16.4,17.1,15.77,0.016
WA3241021.1,2085.0,2188.0,2500.0,44.1,24.6,23.5,0.77,0.581,0.149,2.27,1.24,1.19,40400.0,25500.0,32200.0,1080.0,685.0,215.0,3700.0,1450.0,0.496,18.8,19.6,18.36,0.0095
WA3241862.1,2011.0,2097.0,2175.0,42.6,25.4,25.7,1.09,0.315,0.162,1.93,1.39,1.72,28800.0,19500.0,26000.0,1130.0,275.0,174.0,2330.0,1200.0,0.717,13.9,14.5,13.25,0.01
WA3241865.1,2257.0,2496.0,2626.0,45.0,28.0,17.0,0.7,0.664,0.311,3.33,1.17,1.56,39200.0,27600.0,22200.0,932.0,746.0,429.0,5170.0,1300.0,0.65,17.9,18.6,18.79,0.0071
WA3241879.1,2089.0,2219.0,2348.0,41.0,24.1,28.7,0.84,0.0498,0.149,1.14,1.45,1.03,30700.0,20500.0,32200.0,962.0,48.1,176.0,1520.0,1390.0,0.429,15.4,16.0,15.32,0.0046
WA3241880.1,2164.0,2254.0,2365.0,39.4,24.8,29.0,0.85,0.166,0.162,1.54,1.31,1.51,26800.0,19100.0,29600.0,885.0,146.0,175.0,1870.0,1140.0,0.629,14.0,14.6,13.3,0.031
WA3241881.1,2156.0,2299.0,2612.0,44.4,25.9,21.5,0.61,0.398,0.203,2.51,1.85,0.992,42600.0,28100.0,30900.0,894.0,493.0,308.0,4290.0,2270.0,0.413,19.7,20.5,18.51,0.0087
WA3241882.1,2501.0,2639.0,2716.0,49.3,27.7,13.3,0.89,0.797,0.135,1.54,1.31,1.24,57400.0,36500.0,23200.0,1580.0,1200.0,249.0,3190.0,1950.0,0.517,23.9,24.9,23.14,0.0073
WA3241886.1,2542.0,2725.0,2777.0,50.5,29.0,11.4,0.83,0.797,0.135,2.46,1.52,1.34,29000.0,18900.0,9800.0,728.0,590.0,123.0,2520.0,1120.0,0.558,11.8,12.3,11.0,0.0073
WA3241890.1,2037.0,2177.0,2467.0,29.1,23.6,42.1,1.43,0.415,0.0675,1.16,0.93,2.65,12200.0,11200.0,26400.0,915.0,224.0,44.8,865.0,498.0,1.1,8.6,8.96,8.01,0.014
WA3241891.1,2168.0,2223.0,2432.0,42.5,25.2,25.3,1.17,0.382,0.122,1.14,1.45,1.81,20700.0,13900.0,18400.0,870.0,240.0,93.8,988.0,903.0,0.754,10.0,10.4,9.92,0.0082
WA3241892.1,2018.0,2202.0,2435.0,34.1,21.2,34.2,2.2,0.681,0.135,0.52,1.13,4.14,11800.0,8290.0,17700.0,1160.0,303.0,74.0,320.0,500.0,1.73,7.1,7.4,6.81,0.076
WA3241895.1,2017.0,2262.0,2498.0,39.2,23.1,26.9,1.31,0.581,0.108,1.64,1.13,1.91,20800.0,13900.0,21400.0,1060.0,397.0,90.8,1550.0,767.0,0.796,10.9,11.4,9.58,0.021
WA3241897.1,2326.0,2424.0,2559.0,44.5,25.2,24.6,0.88,0.863,0.135,2.8,1.17,1.39,29500.0,18900.0,24400.0,890.0,737.0,142.0,3300.0,991.0,0.579,13.6,14.2,13.66,0.024
WA3241900.1,2676.0,2701.0,2759.0,46.5,34.6,6.3,0.84,1.13,0.23,4.34,1.09,1.01,42800.0,36000.0,8670.0,1180.0,1340.0,335.0,7110.0,1280.0,0.421,18.9,19.7,17.76,0.0089
WA3241903.1,2310.0,2446.0,2577.0,49.7,25.7,11.5,2.33,0.963,0.176,2.55,1.41,2.0,30000.0,17600.0,10400.0,2150.0,749.0,168.0,2740.0,1090.0,0.833,12.4,12.9,11.36,0.019
WA3242528,1967.0,2097.0,2290.0,34.0,12.9,38.4,1.59,0.703,0.198,1.17,0.833,4.07,16900.0,7540.0,14400.0,733.0,435.0,176.0,1260.0,551.0,1.73,7.8,8.27,6.24,0.0247
WA3242532,2080.0,2160.0,2210.0,39.9,20.1,11.3,6.77,4.49,0.357,2.38,0.779,8.54,32500.0,18600.0,12900.0,7820.0,4510.0,458.0,3340.0,814.0,3.68,15.8,17.1,12.23,0.22
WA3242551,2646.0,2708.0,2752.0,8.1,25.7,17.5,13.1,8.07,0.184,0.36,0.562,14.9,1480.0,5390.0,4770.0,3640.0,1920.0,53.6,120.0,136.0,6.53,3.58,3.95,2.51,0.608
WA3245897.1,1923.0,1989.0,2288.0,32.6,16.1,39.1,2.06,0.564,0.405,1.7,0.72,3.12,36200.0,20200.0,64900.0,3490.0,808.0,713.0,3360.0,1020.0,1.3,22.8,23.8,21.88,0.0073
WA3245923.1,2786.0,2800.0,2800.0,49.3,30.5,6.64,0.77,0.847,0.284,2.81,1.42,0.87,37700.0,26400.0,7590.0,899.0,834.0,343.0,3820.0,1390.0,0.363,15.7,16.4,15.05,0.0045
WA3245926.1,2068.0,2205.0,2403.0,42.0,21.7,25.8,1.3,0.581,0.108,1.42,1.34,1.63,29400.0,17200.0,27100.0,1390.0,525.0,120.0,1770.0,1200.0,0.679,14.4,15.0,14.01,0.0045
WA3245929.1,2228.0,2277.0,2451.0,47.8,25.5,18.6,0.72,0.797,0.122,2.5,1.5,0.88,56100.0,33900.0,32700.0,1290.0,1210.0,226.0,5220.0,2250.0,0.367,24.1,25.1,22.76,0.0022
WA3245937.1,2117.0,2230.0,2376.0,42.1,23.4,26.3,1.56,0.481,0.203,1.25,1.76,1.82,40600.0,25500.0,37900.0,2300.0,598.0,309.0,2150.0,2170.0,0.758,19.8,20.6,18.25,0.011
WA3245940.1,2270.0,2486.0,2595.0,50.1,24.4,17.7,0.69,0.747,0.203,2.49,1.48,1.01,60000.0,33100.0,31700.0,1260.0,1150.0,384.0,5310.0,2270.0,0.421,24.6,25.6,24.36,0.004
WA3246190.1,2450.0,2472.0,2568.0,47.9,28.1,14.6,1.14,0.564,0.149,1.59,1.73,1.41,46200.0,30700.0,21100.0,1680.0,701.0,227.0,2730.0,2130.0,0.588,19.8,20.6,19.35,0.018
WA3246191.1,2767.0,2784.0,2800.0,42.9,32.4,14.4,1.81,0.465,0.176,1.16,1.07,1.84,34900.0,29800.0,17500.0,2250.0,487.0,226.0,1680.0,1110.0,0.767,16.7,17.4,16.13,0.013
WA4184936,2910.0,2910.0,2910.0,54.0,27.8,5.78,0.578,0.0639,0.0486,1.88,1.4,0.18,34500.0,20200.0,5270.0,566.0,53.2,49.6,2140.0,1140.0,0.074,13.3,13.7,11.8,0.00634
WA4184961,2910.0,2910.0,2910.0,37.7,30.3,5.9,1.5,0.138,0.0487,2.5,2.3,1.2,26900.0,21200.0,4500.0,1010.0,145.0,55.2,3270.0,1810.0,0.47,12.9,13.3,13.9,0.169
WA4188984,2012.0,2062.0,2115.0,33.1,13.5,30.9,7.04,0.655,0.206,1.4,0.703,5.65,19900.0,9110.0,27300.0,6160.0,499.0,191.0,1500.0,541.0,2.35,12.2,12.7,12.25,0.0796
WA4189030,2065.0,2115.0,2177.0,45.8,19.9,26.1,0.341,0.841,0.253,2.45,0.977,0.936,40700.0,20000.0,34800.0,464.0,966.0,357.0,3880.0,1110.0,0.39,18.3,19.0,17.61,0.0114
WA4189034,2110.0,2178.0,2233.0,48.3,18.5,21.8,0.417,0.845,0.219,2.32,0.881,1.03,46200.0,19800.0,30500.0,611.0,1030.0,331.0,3920.0,1070.0,0.43,19.4,20.3,16.93,0.015
WA4189180,2260.0,2310.0,2425.0,47.4,22.9,18.7,1.79,0.754,0.345,1.61,0.999,2.04,19100.0,9390.0,9490.0,681.0,436.0,181.0,1360.0,491.0,0.851,7.81,8.14,7.63,0.0212
WA4189188,2509.0,2571.0,2776.0,45.1,30.1,9.76,2.69,0.958,0.505,2.55,1.19,2.23,27100.0,18800.0,7320.0,1640.0,815.0,512.0,2890.0,866.0,0.928,11.6,12.1,10.97,0.0159
WA4189207,2124.0,2194.0,2290.0,38.8,21.9,30.8,0.73,0.553,0.3,1.35,0.956,1.35,22300.0,13100.0,24800.0,464.0,434.0,284.0,1510.0,672.0,0.564,11.4,11.9,11.02,0.0214
WA4189218,2606.0,2654.0,2752.0,40.9,25.6,17.0,0.763,0.876,0.332,2.51,1.36,1.51,24500.0,16900.0,9130.0,362.0,665.0,251.0,2820.0,1010.0,0.628,10.8,11.3,10.73,0.0123
WA4189310,2036.0,2083.0,2143.0,38.8,16.1,15.2,8.02,0.692,0.76,1.5,0.717,4.23,20900.0,9750.0,11600.0,6370.0,470.0,649.0,1410.0,493.0,1.76,10.8,11.3,9.83,0.0206
WA4189759,1927.0,2002.0,2062.0,31.4,15.7,42.1,2.26,0.592,0.469,1.52,0.648,2.23,20300.0,11000.0,37400.0,2030.0,482.0,437.0,1750.0,528.0,0.929,12.6,13.2,12.03,0.0108
WA4190569,2561.0,2611.0,2724.0,43.8,26.3,13.2,0.419,0.769,0.246,2.27,1.01,0.44,38900.0,25400.0,16400.0,528.0,896.0,322.0,3710.0,1140.0,0.19,17.8,18.5,16.83,0.0192
WA4190586,2250.0,2308.0,2392.0,37.5,22.3,25.6,1.27,0.453,0.441,1.48,0.947,0.36,40800.0,27200.0,36300.0,1130.0,701.0,636.0,3400.0,1210.0,0.15,21.3,22.2,20.36,0.0116
WA4190591,2188.0,2238.0,2383.0,34.0,20.4,31.3,0.788,0.66,0.217,2.0,0.818,0.4,32200.0,21900.0,45600.0,1150.0,810.0,330.0,3380.0,987.0,0.17,19.6,20.5,19.13,0.0123
WA4191085,1951.0,2024.0,2072.0,22.7,11.8,46.5,5.54,0.469,0.825,0.878,0.576,2.33,6720.0,3920.0,20600.0,2690.0,182.0,386.0,459.0,217.0,0.96,6.21,6.39,5.47,0.0407
WA4191299,1956.0,2003.0,2081.0,37.9,13.7,30.1,7.34,0.332,0.717,1.02,0.794,4.99,17100.0,6940.0,19800.0,5540.0,191.0,513.0,808.0,460.0,2.08,9.32,9.71,7.48,0.0286
WA4191312,2361.0,2446.0,2647.0,46.6,26.7,16.9,1.82,1.03,1.12,1.83,1.1,1.96,32400.0,20600.0,13700.0,1900.0,879.0,1000.0,2390.0,970.0,0.816,13.6,14.2,16.22,0.0102
WA4192730,2774.0,2794.0,2800.0,56.8,24.4,7.0,0.919,1.2,1.41,1.83,1.38,0.91,23800.0,9510.0,3130.0,439.0,566.0,943.0,1260.0,782.0,0.375,8.0,8.23,8.5,0.0196
WA4194370,2709.0,2736.0,2759.0,53.4,25.7,7.13,0.534,0.796,0.156,3.17,1.23,0.76,28300.0,15200.0,7360.0,413.0,529.0,127.0,2940.0,806.0,0.32,11.3,11.7,10.51,0.00973
WA4194998,2800.0,2800.0,2800.0,58.4,29.5,2.16,0.629,0.562,0.367,2.14,1.77,0.521,47400.0,26000.0,2660.0,538.0,656.0,355.0,3940.0,1700.0,0.213,16.7,17.1,18.34,0.00522
WA4196301,2176.0,2237.0,2340.0,37.7,22.5,21.8,2.89,0.56,0.294,2.19,1.14,3.19,20300.0,13300.0,13700.0,2400.0,383.0,237.0,2190.0,778.0,1.31,10.5,10.8,9.79,0.0104
WA4196305,2088.0,2152.0,2336.0,39.6,22.7,20.5,3.31,0.753,0.258,2.45,1.08,3.31,36500.0,23700.0,26200.0,4420.0,928.0,383.0,4090.0,1280.0,1.37,18.6,19.3,17.6,0.0188
WA4196322,2302.0,2372.0,2601.0,44.7,23.8,15.2,1.89,0.731,0.327,2.59,1.2,2.66,26500.0,15800.0,11100.0,1570.0,575.0,281.0,2920.0,902.0,1.08,12.0,12.2,12.05,0.00911
WA4197219,2396.0,2476.0,2633.0,43.7,26.6,15.7,2.08,0.87,0.357,2.67,1.14,2.26,28100.0,19500.0,13000.0,1960.0,749.0,354.0,3180.0,946.0,0.908,13.4,13.5,11.98,0.00975
WA4197223,2332.0,2414.0,2523.0,43.9,24.4,16.3,2.76,0.868,0.306,2.66,1.05,2.51,34400.0,21900.0,17000.0,2960.0,866.0,377.0,3780.0,1070.0,1.01,16.3,16.4,15.38,0.0493
WA4197227,2124.0,2172.0,2314.0,34.2,19.6,32.8,3.22,0.621,0.274,2.01,0.901,2.61,28600.0,18600.0,34300.0,3550.0,685.0,345.0,3100.0,976.0,1.05,16.7,16.8,15.65,0.035
WA4197231,2183.0,2239.0,2433.0,35.3,22.3,23.7,5.05,0.685,0.252,2.28,0.963,4.74,24600.0,17500.0,19400.0,4780.0,631.0,266.0,2980.0,869.0,1.91,13.8,13.9,13.5,0.0224
WA4197235,2420.0,2500.0,2707.0,47.1,27.1,9.48,4.01,0.835,0.332,2.5,1.23,3.56,26700.0,16900.0,5850.0,2970.0,633.0,278.0,2660.0,899.0,1.43,11.5,11.6,11.45,0.0117
WA4197239,2099.0,2149.0,2332.0,37.0,20.9,25.4,4.66,0.619,0.302,2.05,0.973,3.35,23000.0,14500.0,20400.0,3760.0,496.0,282.0,2280.0,775.0,1.35,12.5,12.6,11.64,0.0254
WA4197248,2242.0,2342.0,2443.0,39.0,24.1,18.0,5.52,0.736,0.302,2.24,0.989,3.67,23300.0,16100.0,14300.0,4690.0,582.0,268.0,2540.0,758.0,1.48,12.4,12.4,13.18,0.0215
WA4197267,2137.0,2245.0,2336.0,44.1,23.8,20.9,1.53,0.706,0.211,2.26,1.09,1.59,24300.0,14900.0,17000.0,1250.0,505.0,185.0,2220.0,768.0,0.641,11.6,11.8,10.34,0.00925
WA4197271,2341.0,2444.0,2532.0,45.2,25.0,16.8,1.51,0.682,0.219,2.4,1.29,1.49,25800.0,15800.0,12700.0,1130.0,494.0,193.0,2450.0,953.0,0.601,11.7,11.8,11.32,0.00819
WA4197275,2622.0,2711.0,2751.0,45.1,25.7,16.7,1.86,0.481,0.182,2.19,0.988,1.97,20100.0,12500.0,8870.0,1010.0,277.0,120.0,1810.0,557.0,0.793,8.97,9.05,9.98,0.00754
WA4198996,2135.0,2238.0,2335.0,44.5,23.2,23.1,1.35,0.707,0.284,1.56,1.17,2.26,27600.0,15900.0,23200.0,1220.0,580.0,273.0,1790.0,905.0,0.925,13.1,13.4,12.23,0.0148
WA4199619,2402.0,2505.0,2599.0,45.2,27.9,14.3,2.53,0.502,0.137,1.13,1.41,1.81,18800.0,13100.0,9180.0,1660.0,264.0,90.0,809.0,763.0,0.753,8.63,8.96,9.38,0.0204
WA4202051,2337.0,2434.0,2550.0,45.9,24.5,18.9,0.882,0.73,0.224,2.45,1.08,1.14,29300.0,17900.0,15300.0,752.0,589.0,213.0,2750.0,896.0,0.459,13.1,13.3,12.86,0.00729
